date,open,high,low,close,volume
2023-06-27 16:50:00,118.51,118.51,118.4,118.4,6000
2023-06-27 16:55:00,118.45,118.45,118.45,118.45,500
2023-06-27 17:00:00,118.46,118.5,118.42,118.42,700
2023-06-27 17:05:00,118.32,118.43,118.26,118.3703,2605
2023-06-27 17:10:00,118.35,118.35,118.35,118.35,200
2023-06-27 17:15:00,118.4177,118.4177,118.4177,118.4177,125
2023-06-27 17:30:00,118.45,118.45,118.45,118.45,250
2023-06-27 17:45:00,118.3712,118.46,118.3712,118.45,1305
2023-06-27 17:50:00,118.47,118.47,118.4,118.45,4333
2023-06-27 18:00:00,118.48,118.52,118.48,118.52,2923
2023-06-27 18:05:00,118.55,118.69,118.5,118.5,5458
2023-06-27 18:10:00,118.5035,118.68,118.5,118.64,4099
2023-06-27 18:15:00,118.63,118.84,118.63,118.7,2727
2023-06-27 18:20:00,118.7,118.79,118.6,118.79,3710
2023-06-27 18:25:00,118.74,118.75,118.7,118.7,586
2023-06-27 18:30:00,118.7,118.78,118.7,118.75,778
2023-06-27 18:35:00,118.72,118.75,118.61,118.75,1963
2023-06-27 18:40:00,118.74,118.74,118.66,118.66,209
2023-06-27 18:45:00,118.75,118.78,118.75,118.78,4305
2023-06-27 18:50:00,118.7,118.88,118.7,118.7,1893
2023-06-27 18:55:00,118.7,118.85,118.6001,118.6001,2323
2023-06-27 19:00:00,118.82,118.88,118.69,118.88,1600
2023-06-27 19:05:00,118.89,119.01,118.84,118.84,7783
2023-06-27 19:10:00,118.94,118.95,118.6,118.85,4873
2023-06-27 19:15:00,118.86,118.88,118.84,118.84,487
2023-06-27 19:20:00,118.85,118.85,118.85,118.85,1231
2023-06-27 19:25:00,118.7,118.85,118.7,118.85,1651
2023-06-27 19:30:00,118.85,118.88,118.85,118.85,931
2023-06-27 19:35:00,118.85,118.97,118.85,118.95,2825
2023-06-27 19:40:00,118.95,119.0,118.95,119.0,1255
2023-06-27 19:45:00,119.0,119.0,118.95,118.98,635
2023-06-27 19:50:00,118.95,119.0,118.85,119.0,2191
2023-06-28 04:05:00,119.1,119.7,118.99,119.65,2079
2023-06-28 04:10:00,119.24,119.25,119.23,119.25,442
2023-06-28 04:15:00,119.39,119.39,119.25,119.25,489
2023-06-28 04:20:00,119.29,119.33,119.1,119.1,1441
2023-06-28 04:25:00,119.01,119.02,119.01,119.01,502
2023-06-28 04:30:00,118.98,118.98,118.51,118.52,692
2023-06-28 04:35:00,118.62,118.78,118.51,118.78,1668
2023-06-28 04:50:00,118.65,118.65,118.65,118.65,100
2023-06-28 05:00:00,118.57,118.57,118.57,118.57,166
2023-06-28 05:15:00,118.45,118.54,118.45,118.54,436
2023-06-28 05:30:00,118.55,118.55,118.55,118.55,116
2023-06-28 05:40:00,118.58,118.58,118.58,118.58,900
2023-06-28 06:10:00,118.52,118.52,118.52,118.52,129
2023-06-28 06:15:00,118.55,118.56,118.55,118.56,394
2023-06-28 06:25:00,118.64,118.64,118.64,118.64,314
2023-06-28 06:40:00,118.57,118.68,118.55,118.68,694
2023-06-28 07:00:00,118.76,118.86,118.76,118.8,800
2023-06-28 07:05:00,118.85,118.85,118.85,118.85,300
2023-06-28 07:10:00,118.95,118.95,118.95,118.95,600
2023-06-28 07:15:00,118.84,118.87,118.82,118.87,588
2023-06-28 07:20:00,118.9,118.92,118.9,118.92,200
2023-06-28 07:25:00,118.97,118.97,118.84,118.84,521
2023-06-28 07:30:00,118.8,118.8,118.76,118.76,621
2023-06-28 07:35:00,118.78,118.86,118.7,118.7,1351
2023-06-28 07:40:00,118.69,118.69,118.6,118.6,1022
2023-06-28 07:45:00,118.57,118.57,118.48,118.48,2204
2023-06-28 07:50:00,118.55,118.61,118.51,118.61,1200
2023-06-28 07:55:00,118.57,118.57,118.49,118.49,766
2023-06-28 08:00:00,118.9,119.12,118.41,118.41,5222
2023-06-28 08:05:00,118.46,118.46,118.45,118.45,450
2023-06-28 08:10:00,118.44,118.44,118.2743,118.39,2894
2023-06-28 08:15:00,118.39,118.39,118.28,118.34,900
2023-06-28 08:20:00,118.33,118.34,118.26,118.31,1500
2023-06-28 08:25:00,118.33,118.33,118.3012,118.3024,1400
2023-06-28 08:30:00,118.46,118.46,118.35,118.35,1138
2023-06-28 08:35:00,118.36,118.4,118.28,118.28,1792
2023-06-28 08:40:00,118.25,118.25,118.0,118.01,4919
2023-06-28 08:45:00,118.06,118.1,118.02,118.05,2340
2023-06-28 08:50:00,118.09,118.15,118.05,118.15,1954
2023-06-28 08:55:00,118.13,118.16,118.06,118.16,2193
2023-06-28 09:00:00,118.15,118.2,118.1,118.1,2504
2023-06-28 09:05:00,118.13,118.13,117.92,118.1,4809
2023-06-28 09:10:00,118.01,118.01,117.98,118.0,1224
2023-06-28 09:15:00,118.08,118.11,118.05,118.11,2815
2023-06-28 09:20:00,118.12,118.21,118.1199,118.1199,3278
2023-06-28 09:25:00,118.1,118.11,117.65,117.93,36377
2023-06-28 09:30:00,117.96,118.85,117.6,118.755,747849
2023-06-28 09:35:00,118.82,118.98,118.41,118.75,265376
2023-06-28 09:40:00,118.74,119.195,118.69,118.77,271719
2023-06-28 09:45:00,118.76,118.96,118.43,118.75,190434
2023-06-28 09:50:00,118.77,118.8899,118.48,118.545,212514
2023-06-28 09:55:00,118.55,119.15,118.55,118.9,242013
2023-06-28 10:00:00,118.9,119.02,118.7405,118.8,202248
2023-06-28 10:05:00,118.81,118.89,118.58,118.87,238503
